"module name","version","license","repository"
"dir-glob","3.0.1","MIT","https://github.com/kevva/dir-glob"
"dom-serializer","0.2.2","MIT","https://github.com/cheeriojs/dom-renderer"
"domelementtype","1.3.1","BSD-2-Clause","https://github.com/fb55/domelementtype"
"domelementtype","2.2.0","BSD-2-Clause","https://github.com/fb55/domelementtype"
"domutils","1.7.0","BSD-2-Clause","https://github.com/FB55/domutils"
"ee-first","1.1.1","MIT","https://github.com/jonathanong/ee-first"
"electron-to-chromium","1.4.254","ISC","https://github.com/kilian/electron-to-chromium"
"emoji-regex","8.0.0","MIT","https://github.com/mathiasbynens/emoji-regex"
"emojis-list","3.0.0","MIT","https://github.com/kikobeats/emojis-list"
"encodeurl","1.0.2","MIT","https://github.com/pillarjs/encodeurl"
"encoding","0.1.13","MIT","https://github.com/andris9/encoding"
"end-of-stream","1.4.4","MIT","https://github.com/mafintosh/end-of-stream"
"enhanced-resolve","5.10.0","MIT","https://github.com/webpack/enhanced-resolve"
"entities","2.2.0","BSD-2-Clause","https://github.com/fb55/entities"
"envinfo","7.8.1","MIT","https://github.com/tabrindle/envinfo"
"error-ex","1.3.2","MIT","https://github.com/qix-/node-error-ex"
"error-stack-parser","2.1.4","MIT","https://github.com/stacktracejs/error-stack-parser"
"errorhandler","1.5.1","MIT","https://github.com/expressjs/errorhandler"
"es-module-lexer","0.9.3","MIT","https://github.com/guybedford/es-module-lexer"
"esbuild","0.12.29","MIT","https://github.com/evanw/esbuild"
"escalade","3.1.1","MIT","https://github.com/lukeed/escalade"
"escape-html","1.0.3","MIT","https://github.com/component/escape-html"
"escape-string-regexp","1.0.5","MIT","https://github.com/sindresorhus/escape-string-regexp"
"escodegen","1.14.3","BSD-2-Clause","https://github.com/estools/escodegen"
"eslint-scope","5.1.1","BSD-2-Clause","https://github.com/eslint/eslint-scope"
"esprima","4.0.1","BSD-2-Clause","https://github.com/jquery/esprima"
"esrecurse","4.3.0","BSD-2-Clause","https://github.com/estools/esrecurse"
"estraverse","4.3.0","BSD-2-Clause","https://github.com/estools/estraverse"
"estraverse","5.3.0","BSD-2-Clause","https://github.com/estools/estraverse"
"estree-walker","0.6.1","MIT","https://github.com/Rich-Harris/estree-walker"
"estree-walker","1.0.1","MIT","https://github.com/Rich-Harris/estree-walker"
"estree-walker","2.0.2","MIT","https://github.com/Rich-Harris/estree-walker"
"esutils","2.0.3","BSD-2-Clause","https://github.com/estools/esutils"
"etag","1.8.1","MIT","https://github.com/jshttp/etag"
"event-target-shim","5.0.1","MIT","https://github.com/mysticatea/event-target-shim"
"eventemitter2","0.4.14","MIT","https://github.com/hij1nx/EventEmitter2"
"eventemitter3","4.0.7","MIT","https://github.com/primus/eventemitter3"
"events","3.3.0","MIT","https://github.com/Gozala/events"
"execa","1.0.0","MIT","https://github.com/sindresorhus/execa"
"exit","0.1.2","MIT","https://github.com/cowboy/node-exit"
"expand-brackets","2.1.4","MIT","https://github.com/jonschlinkert/expand-brackets"
"expand-tilde","2.0.2","MIT","https://github.com/jonschlinkert/expand-tilde"
"extend-shallow","2.0.1","MIT","https://github.com/jonschlinkert/extend-shallow"
"extend-shallow","3.0.2","MIT","https://github.com/jonschlinkert/extend-shallow"
"extend","3.0.2","MIT","https://github.com/justmoon/node-extend"
"external-editor","3.1.0","MIT","https://github.com/mrkmg/node-external-editor"
"extglob","2.0.4","MIT","https://github.com/micromatch/extglob"
"fast-deep-equal","3.1.3","MIT","https://github.com/epoberezkin/fast-deep-equal"
"fast-glob","3.2.12","MIT","https://github.com/mrmlnc/fast-glob"
"fast-json-stable-stringify","2.1.0","MIT","https://github.com/epoberezkin/fast-json-stable-stringify"
"fast-levenshtein","2.0.6","MIT","https://github.com/hiddentao/fast-levenshtein"
"fast-safe-stringify","2.1.1","MIT","https://github.com/davidmarkclements/fast-safe-stringify"
"fastest-levenshtein","1.0.12","MIT","https://github.com/ka-weihe/fastest-levenshtein"
"fastq","1.15.0","ISC","https://github.com/mcollina/fastq"
"fb-watchman","2.0.2","Apache-2.0","https://github.com/facebook/watchman"
"fbjs-css-vars","1.0.2","MIT","https://github.com/facebook/fbjs"
"fbjs","1.0.0","MIT","https://github.com/facebook/fbjs"
"fbjs","3.0.4","MIT","https://github.com/facebook/fbjs"
"figures","3.2.0","MIT","https://github.com/sindresorhus/figures"
"file-sync-cmp","0.1.1","MIT","https://github.com/mgeisler/file-sync-cmp"
"file-uri-to-path","2.0.0","MIT","https://github.com/TooTallNate/file-uri-to-path"
"fill-range","4.0.0","MIT","https://github.com/jonschlinkert/fill-range"
"fill-range","7.0.1","MIT","https://github.com/jonschlinkert/fill-range"
"filter-obj","1.1.0","MIT","https://github.com/sindresorhus/filter-obj"
"finalhandler","1.1.2","MIT","https://github.com/pillarjs/finalhandler"
"find-cache-dir","2.1.0","MIT","https://github.com/avajs/find-cache-dir"
"find-cache-dir","3.3.2","MIT","https://github.com/avajs/find-cache-dir"
"find-up","3.0.0","MIT","https://github.com/sindresorhus/find-up"
"find-up","4.1.0","MIT","https://github.com/sindresorhus/find-up"
"find-up","5.0.0","MIT","https://github.com/sindresorhus/find-up"
"findup-sync","0.3.0","MIT","https://github.com/cowboy/node-findup-sync"
"findup-sync","4.0.0","MIT","https://github.com/gulpjs/findup-sync"
"fined","1.2.0","MIT","https://github.com/gulpjs/fined"
"flagged-respawn","1.0.1","MIT","https://github.com/gulpjs/flagged-respawn"
"flow-parser","0.121.0","MIT","https://github.com/facebook/flow"
"for-in","1.0.2","MIT","https://github.com/jonschlinkert/for-in"
"for-own","1.0.0","MIT","https://github.com/jonschlinkert/for-own"
"form-data","2.5.1","MIT","https://github.com/form-data/form-data"
"form-data","3.0.1","MIT","https://github.com/form-data/form-data"
"formidable","1.2.6","MIT","https://github.com/node-formidable/formidable"
"fragment-cache","0.2.1","MIT","https://github.com/jonschlinkert/fragment-cache"
"fresh","0.5.2","MIT","https://github.com/jshttp/fresh"
"fs-extra","1.0.0","MIT","https://github.com/jprichardson/node-fs-extra"
"fs-extra","8.1.0","MIT","https://github.com/jprichardson/node-fs-extra"
"fs.realpath","1.0.0","ISC","https://github.com/isaacs/fs.realpath"
"ftp","0.3.10","MIT","https://github.com/mscdex/node-ftp"
"function-bind","1.1.1","MIT","https://github.com/Raynos/function-bind"
"gensync","1.0.0-beta.2","MIT","https://github.com/loganfsmyth/gensync"
"get-caller-file","2.0.5","ISC","https://github.com/stefanpenner/get-caller-file"
"get-intrinsic","1.1.1","MIT","https://github.com/ljharb/get-intrinsic"
"get-stream","4.1.0","MIT","https://github.com/sindresorhus/get-stream"
"get-uri","3.0.2","MIT","https://github.com/TooTallNate/node-get-uri"
"get-value","2.0.6","MIT","https://github.com/jonschlinkert/get-value"
"getobject","1.0.2","MIT","https://github.com/cowboy/node-getobject"
"glob-parent","5.1.2","ISC","https://github.com/gulpjs/glob-parent"
"glob-to-regexp","0.4.1","BSD-2-Clause","https://github.com/fitzgen/glob-to-regexp"
"glob","5.0.15","ISC","https://github.com/isaacs/node-glob"
"glob","7.1.7","ISC","https://github.com/isaacs/node-glob"
"glob","7.2.0","ISC","https://github.com/isaacs/node-glob"
"global-modules","1.0.0","MIT","https://github.com/jonschlinkert/global-modules"
"global-prefix","1.0.2","MIT","https://github.com/jonschlinkert/global-prefix"
"globals","11.12.0","MIT","https://github.com/sindresorhus/globals"
"globby","10.0.1","MIT","https://github.com/sindresorhus/globby"
"graceful-fs","4.2.9","ISC","https://github.com/isaacs/node-graceful-fs"
"grunt-cli","1.4.3","MIT","https://github.com/gruntjs/grunt-cli"
"grunt-contrib-copy","1.0.0","MIT","https://github.com/gruntjs/grunt-contrib-copy"
"grunt-dojo","1.1.2","MIT","https://github.com/phated/grunt-dojo"
"grunt-known-options","2.0.0","MIT","https://github.com/gruntjs/grunt-known-options"
"grunt-legacy-log-utils","2.1.0","MIT","https://github.com/gruntjs/grunt-legacy-log-utils"
"grunt-legacy-log","3.0.0","MIT","https://github.com/gruntjs/grunt-legacy-log"
"grunt-legacy-util","2.0.1","MIT","https://github.com/gruntjs/grunt-legacy-util"
"grunt","1.4.1","MIT","https://github.com/gruntjs/grunt"
"has-ansi","2.0.0","MIT","https://github.com/sindresorhus/has-ansi"
"has-flag","3.0.0","MIT","https://github.com/sindresorhus/has-flag"
"has-flag","4.0.0","MIT","https://github.com/sindresorhus/has-flag"
"has-symbols","1.0.3","MIT","https://github.com/inspect-js/has-symbols"
"has-value","0.3.1","MIT","https://github.com/jonschlinkert/has-value"
"has-value","1.0.0","MIT","https://github.com/jonschlinkert/has-value"
"has-values","0.1.4","MIT","https://github.com/jonschlinkert/has-values"
"has-values","1.0.0","MIT","https://github.com/jonschlinkert/has-values"
"has","1.0.3","MIT","https://github.com/tarruda/has"
"hermes-estree","0.8.0","MIT","https://github.com/facebook/hermes"
"hermes-parser","0.8.0","MIT","https://github.com/facebook/hermes"
"hermes-profile-transformer","0.0.6","MIT","https://github.com/MLH-Fellowship/hermes-profile-transformer"
"hoist-non-react-statics","2.5.5","BSD-3-Clause","https://github.com/mridgway/hoist-non-react-statics"
"hoist-non-react-statics","3.3.2","BSD-3-Clause","https://github.com/mridgway/hoist-non-react-statics"
"homedir-polyfill","1.0.3","MIT","https://github.com/doowb/homedir-polyfill"
"hooker","0.2.3","MIT","https://github.com/cowboy/javascript-hooker"
"http-errors","2.0.0","MIT","https://github.com/jshttp/http-errors"
"http-proxy-agent","4.0.1","MIT","https://github.com/TooTallNate/node-http-proxy-agent"
"https-proxy-agent","5.0.0","MIT","https://github.com/TooTallNate/node-https-proxy-agent"
"iconv-lite","0.4.24","MIT","https://github.com/ashtuchkin/iconv-lite"
"iconv-lite","0.6.3","MIT","https://github.com/ashtuchkin/iconv-lite"
"ieee754","1.2.1","BSD-3-Clause","https://github.com/feross/ieee754"
"ignore","5.2.4","MIT","https://github.com/kaelzhang/node-ignore"
"image-size","0.6.3","MIT","https://github.com/image-size/image-size"
"import-fresh","2.0.0","MIT","https://github.com/sindresorhus/import-fresh"
"import-local","3.1.0","MIT","https://github.com/sindresorhus/import-local"
"imurmurhash","0.1.4","MIT","https://github.com/jensyt/imurmurhash-js"
"inflight","1.0.6","ISC","https://github.com/npm/inflight"
"inherits","2.0.4","ISC","https://github.com/isaacs/inherits"
"ini","1.3.8","ISC","https://github.com/isaacs/ini"
"inquirer","8.2.4","MIT","https://github.com/SBoudrias/Inquirer.js"
"interpret","1.1.0","MIT","https://github.com/tkellen/node-interpret"
"interpret","2.2.0","MIT","https://github.com/gulpjs/interpret"
"invariant","2.2.4","MIT","https://github.com/zertosh/invariant"
"ip","1.1.5","MIT","https://github.com/indutny/node-ip"
"is-absolute","1.0.0","MIT","https://github.com/jonschlinkert/is-absolute"
"is-accessor-descriptor","0.1.6","MIT","https://github.com/jonschlinkert/is-accessor-descriptor"
"is-accessor-descriptor","1.0.0","MIT","https://github.com/jonschlinkert/is-accessor-descriptor"
"is-arrayish","0.2.1","MIT","https://github.com/qix-/node-is-arrayish"
"is-arrayish","0.3.2","MIT","https://github.com/qix-/node-is-arrayish"
"is-buffer","1.1.6","MIT","https://github.com/feross/is-buffer"
"is-builtin-module","3.2.0","MIT","https://github.com/sindresorhus/is-builtin-module"
"is-core-module","2.8.1","MIT","https://github.com/inspect-js/is-core-module"
"is-data-descriptor","0.1.4","MIT","https://github.com/jonschlinkert/is-data-descriptor"
"is-data-descriptor","1.0.0","MIT","https://github.com/jonschlinkert/is-data-descriptor"
"is-descriptor","0.1.6","MIT","https://github.com/jonschlinkert/is-descriptor"
"is-descriptor","1.0.2","MIT","https://github.com/jonschlinkert/is-descriptor"
"is-directory","0.3.1","MIT","https://github.com/jonschlinkert/is-directory"
"is-extendable","0.1.1","MIT","https://github.com/jonschlinkert/is-extendable"
"is-extendable","1.0.1","MIT","https://github.com/jonschlinkert/is-extendable"
"is-extglob","2.1.1","MIT","https://github.com/jonschlinkert/is-extglob"
"is-fullwidth-code-point","2.0.0","MIT","https://github.com/sindresorhus/is-fullwidth-code-point"
"is-fullwidth-code-point","3.0.0","MIT","https://github.com/sindresorhus/is-fullwidth-code-point"
"is-glob","4.0.3","MIT","https://github.com/micromatch/is-glob"
"is-interactive","1.0.0","MIT","https://github.com/sindresorhus/is-interactive"
"is-module","1.0.0","MIT","https://github.com/component/is-module"
"is-number","3.0.0","MIT","https://github.com/jonschlinkert/is-number"
"is-number","7.0.0","MIT","https://github.com/jonschlinkert/is-number"
"is-obj","1.0.1","MIT","https://github.com/sindresorhus/is-obj"
"is-plain-object","2.0.4","MIT","https://github.com/jonschlinkert/is-plain-object"
"is-plain-object","3.0.1","MIT","https://github.com/jonschlinkert/is-plain-object"
"is-reference","1.2.1","MIT","https://github.com/Rich-Harris/is-reference"
"is-relative","1.0.0","MIT","https://github.com/jonschlinkert/is-relative"
"is-stream","1.1.0","MIT","https://github.com/sindresorhus/is-stream"
"is-unc-path","1.0.0","MIT","https://github.com/jonschlinkert/is-unc-path"
"is-unicode-supported","0.1.0","MIT","https://github.com/sindresorhus/is-unicode-supported"
"is-windows","1.0.2","MIT","https://github.com/jonschlinkert/is-windows"
"is-wsl","1.1.0","MIT","https://github.com/sindresorhus/is-wsl"
"isarray","0.0.1","MIT","https://github.com/juliangruber/isarray"
"isarray","1.0.0","MIT","https://github.com/juliangruber/isarray"
"isexe","2.0.0","ISC","https://github.com/isaacs/isexe"
"isobject","2.1.0","MIT","https://github.com/jonschlinkert/isobject"
"isobject","3.0.1","MIT","https://github.com/jonschlinkert/isobject"
"isomorphic-fetch","2.2.1","MIT","https://github.com/matthew-andrews/isomorphic-fetch"
"jest-get-type","26.3.0","MIT","https://github.com/facebook/jest"
"jest-regex-util","27.5.1","MIT","https://github.com/facebook/jest"
"jest-serializer","27.5.1","MIT","https://github.com/facebook/jest"
"jest-util","27.5.1","MIT","https://github.com/facebook/jest"
"jest-validate","26.6.2","MIT","https://github.com/facebook/jest"
"jest-worker","27.5.1","MIT","https://github.com/facebook/jest"
"joi","17.7.0","BSD-3-Clause","https://github.com/hapijs/joi"
"joycon","3.1.1","MIT","https://github.com/egoist/joycon"
"js-tokens","4.0.0","MIT","https://github.com/lydell/js-tokens"
"js-yaml","3.14.1","MIT","https://github.com/nodeca/js-yaml"
"jsc-android","250230.2.1","BSD-2-Clause","https://github.com/react-native-community/jsc-android-buildscripts"
"jscodeshift","0.13.1","MIT","https://github.com/facebook/jscodeshift"
"jsesc","0.5.0","MIT","https://github.com/mathiasbynens/jsesc"
"jsesc","2.5.2","MIT","https://github.com/mathiasbynens/jsesc"
"json-parse-better-errors","1.0.2","MIT","https://github.com/zkat/json-parse-better-errors"
"json-parse-even-better-errors","2.3.1","MIT","https://github.com/npm/json-parse-even-better-errors"
"json-schema-traverse","0.4.1","MIT","https://github.com/epoberezkin/json-schema-traverse"
"json5","2.2.1","MIT","https://github.com/json5/json5"
"jsonc-parser","3.0.0","MIT","https://github.com/microsoft/node-jsonc-parser"
"jsonfile","2.4.0","MIT","https://github.com/jprichardson/node-jsonfile"
"jsonfile","4.0.0","MIT","https://github.com/jprichardson/node-jsonfile"
"kind-of","3.2.2","MIT","https://github.com/jonschlinkert/kind-of"
"kind-of","4.0.0","MIT","https://github.com/jonschlinkert/kind-of"
"kind-of","5.1.0","MIT","https://github.com/jonschlinkert/kind-of"
"kind-of","6.0.3","MIT","https://github.com/jonschlinkert/kind-of"
"klaw","1.3.1","MIT","https://github.com/jprichardson/node-klaw"
"kleur","3.0.3","MIT","https://github.com/lukeed/kleur"
"leven","3.1.0","MIT","https://github.com/sindresorhus/leven"
"levn","0.3.0","MIT","https://github.com/gkz/levn"
"liftup","3.0.1","MIT","https://github.com/gruntjs/js-liftup"
"loader-runner","4.2.0","MIT","https://github.com/webpack/loader-runner"
"loader-utils","2.0.2","MIT","https://github.com/webpack/loader-utils"
"locate-path","3.0.0","MIT","https://github.com/sindresorhus/locate-path"
"locate-path","5.0.0","MIT","https://github.com/sindresorhus/locate-path"
"locate-path","6.0.0","MIT","https://github.com/sindresorhus/locate-path"
"lodash.debounce","4.0.8","MIT","https://github.com/lodash/lodash"
"lodash.throttle","4.1.1","MIT","https://github.com/lodash/lodash"
"lodash","4.17.21","MIT","https://github.com/lodash/lodash"
"log-symbols","4.1.0","MIT","https://github.com/sindresorhus/log-symbols"
"logkitty","0.7.1","MIT","https://github.com/zamotany/logkitty"
"loose-envify","1.4.0","MIT","https://github.com/zertosh/loose-envify"
"lru-cache","5.1.1","ISC","https://github.com/isaacs/node-lru-cache"
"lru-cache","6.0.0","ISC","https://github.com/isaacs/node-lru-cache"
"magic-string","0.25.9","MIT","https://github.com/rich-harris/magic-string"
"make-dir","2.1.0","MIT","https://github.com/sindresorhus/make-dir"
"make-dir","3.1.0","MIT","https://github.com/sindresorhus/make-dir"
"make-iterator","1.0.1","MIT","https://github.com/jonschlinkert/make-iterator"
"makeerror","1.0.12","BSD-3-Clause","https://github.com/daaku/nodejs-makeerror"
"map-cache","0.2.2","MIT","https://github.com/jonschlinkert/map-cache"
"map-visit","1.0.0","MIT","https://github.com/jonschlinkert/map-visit"
"mdn-data","2.0.14","CC0-1.0","https://github.com/mdn/data"
"memoize-one","5.2.1","MIT","https://github.com/alexreardon/memoize-one"
"merge-stream","2.0.0","MIT","https://github.com/grncdr/merge-stream"
"merge2","1.4.1","MIT","https://github.com/teambition/merge2"
"methods","1.1.2","MIT","https://github.com/jshttp/methods"
"metro-babel-transformer","0.72.3","MIT","https://github.com/facebook/metro"
"metro-cache-key","0.72.3","MIT","https://github.com/facebook/metro"
"metro-cache","0.72.3","MIT","https://github.com/facebook/metro"
"metro-config","0.72.3","MIT","https://github.com/facebook/metro"
"metro-core","0.72.3","MIT","https://github.com/facebook/metro"
"metro-file-map","0.72.3","MIT","https://github.com/facebook/metro"
"metro-hermes-compiler","0.72.3","MIT","https://github.com/facebook/metro"
"metro-inspector-proxy","0.72.3","MIT","https://github.com/facebook/metro"
"metro-minify-uglify","0.72.3","MIT","https://github.com/facebook/metro"
"metro-react-native-babel-preset","0.72.3","MIT","https://github.com/facebook/metro"
"metro-react-native-babel-transformer","0.72.3","MIT","https://github.com/facebook/metro"
"metro-resolver","0.72.3","MIT","https://github.com/facebook/metro"
"metro-runtime","0.72.3","MIT","https://github.com/facebook/metro"
"metro-source-map","0.72.3","MIT","https://github.com/facebook/metro"
"metro-symbolicate","0.72.3","MIT","https://github.com/facebook/metro"
"metro-transform-plugins","0.72.3","MIT","https://github.com/facebook/metro"
"metro-transform-worker","0.72.3","MIT","https://github.com/facebook/metro"
"metro","0.72.3","MIT","https://github.com/facebook/metro"
"micromatch","3.1.10","MIT","https://github.com/micromatch/micromatch"
"micromatch","4.0.5","MIT","https://github.com/micromatch/micromatch"
"mime-db","1.52.0","MIT","https://github.com/jshttp/mime-db"
"mime-types","2.1.35","MIT","https://github.com/jshttp/mime-types"
"mime","1.6.0","MIT","https://github.com/broofa/node-mime"
"mime","2.6.0","MIT","https://github.com/broofa/mime"
"mimic-fn","2.1.0","MIT","https://github.com/sindresorhus/mimic-fn"
"minimatch","3.0.8","ISC","https://github.com/isaacs/minimatch"
"minimatch","3.1.2","ISC","https://github.com/isaacs/minimatch"
"minimist","1.2.6","MIT","https://github.com/substack/minimist"
"mixin-deep","1.3.2","MIT","https://github.com/jonschlinkert/mixin-deep"
"mkdirp","0.5.6","MIT","https://github.com/substack/node-mkdirp"
"mkdirp","1.0.4","MIT","https://github.com/isaacs/node-mkdirp"
"ms","2.0.0","MIT","https://github.com/zeit/ms"
"ms","2.1.2","MIT","https://github.com/zeit/ms"
"ms","2.1.3","MIT","https://github.com/vercel/ms"
"mute-stream","0.0.8","ISC","https://github.com/isaacs/mute-stream"
"nanomatch","1.2.13","MIT","https://github.com/micromatch/nanomatch"
"negotiator","0.6.3","MIT","https://github.com/jshttp/negotiator"
"neo-async","2.6.2","MIT","https://github.com/suguru03/neo-async"
"netmask","2.0.2","MIT","https://github.com/rs/node-netmask"
"nice-try","1.0.5","MIT","https://github.com/electerious/nice-try"
"nocache","3.0.4","MIT","https://github.com/helmetjs/nocache"
"node-dir","0.1.17","MIT","https://github.com/fshost/node-dir"
"node-fetch","1.7.3","MIT","https://github.com/bitinn/node-fetch"
"node-fetch","2.6.7","MIT","https://github.com/bitinn/node-fetch"
"node-int64","0.4.0","MIT","https://github.com/broofa/node-int64"
"node-releases","2.0.6","MIT","https://github.com/chicoxyzzy/node-releases"
"node-stream-zip","1.15.0","MIT","https://github.com/antelle/node-stream-zip"
"nopt","3.0.6","ISC","https://github.com/npm/nopt"
"nopt","4.0.3","ISC","https://github.com/npm/nopt"
"normalize-path","3.0.0","MIT","https://github.com/jonschlinkert/normalize-path"
"npm-run-path","2.0.2","MIT","https://github.com/sindresorhus/npm-run-path"
"nth-check","1.0.2","BSD-2-Clause","https://github.com/fb55/nth-check"
"nullthrows","1.1.1","MIT","https://github.com/zertosh/nullthrows"
"ob1","0.72.3","MIT","https://github.com/facebook/metro"
"object-assign","4.1.1","MIT","https://github.com/sindresorhus/object-assign"
"object-copy","0.1.0","MIT","https://github.com/jonschlinkert/object-copy"
"object-inspect","1.12.0","MIT","https://github.com/inspect-js/object-inspect"
"object-visit","1.0.1","MIT","https://github.com/jonschlinkert/object-visit"
"object.defaults","1.1.0","MIT","https://github.com/jonschlinkert/object.defaults"
"object.map","1.0.1","MIT","https://github.com/jonschlinkert/object.map"
"object.pick","1.3.0","MIT","https://github.com/jonschlinkert/object.pick"
"on-finished","2.3.0","MIT","https://github.com/jshttp/on-finished"
"on-finished","2.4.1","MIT","https://github.com/jshttp/on-finished"
"on-headers","1.0.2","MIT","https://github.com/jshttp/on-headers"
"once","1.4.0","ISC","https://github.com/isaacs/once"
"onetime","5.1.2","MIT","https://github.com/sindresorhus/onetime"
"open","6.4.0","MIT","https://github.com/sindresorhus/open"
"optionator","0.8.3","MIT","https://github.com/gkz/optionator"
"ora","5.4.1","MIT","https://github.com/sindresorhus/ora"
"os-homedir","1.0.2","MIT","https://github.com/sindresorhus/os-homedir"
"os-tmpdir","1.0.2","MIT","https://github.com/sindresorhus/os-tmpdir"
"osenv","0.1.5","ISC","https://github.com/npm/osenv"
"p-finally","1.0.0","MIT","https://github.com/sindresorhus/p-finally"
"p-limit","2.3.0","MIT","https://github.com/sindresorhus/p-limit"
"p-limit","3.1.0","MIT","https://github.com/sindresorhus/p-limit"
"p-locate","3.0.0","MIT","https://github.com/sindresorhus/p-locate"
"p-locate","4.1.0","MIT","https://github.com/sindresorhus/p-locate"
"p-locate","5.0.0","MIT","https://github.com/sindresorhus/p-locate"
"p-try","2.2.0","MIT","https://github.com/sindresorhus/p-try"
"pac-proxy-agent","5.0.0","MIT","https://github.com/TooTallNate/node-pac-proxy-agent"
"pac-resolver","5.0.0","MIT","https://github.com/TooTallNate/node-pac-resolver"
"parse-filepath","1.0.2","MIT","https://github.com/jonschlinkert/parse-filepath"
"parse-json","4.0.0","MIT","https://github.com/sindresorhus/parse-json"
"parse-passwd","1.0.0","MIT","https://github.com/doowb/parse-passwd"
"parseurl","1.3.3","MIT","https://github.com/pillarjs/parseurl"
"pascalcase","0.1.1","MIT","https://github.com/jonschlinkert/pascalcase"
"path-exists","3.0.0","MIT","https://github.com/sindresorhus/path-exists"
"path-exists","4.0.0","MIT","https://github.com/sindresorhus/path-exists"
"path-extra","1.0.3","MIT","https://github.com/jprichardson/node-path-extra"
"path-is-absolute","1.0.1","MIT","https://github.com/sindresorhus/path-is-absolute"
"path-key","2.0.1","MIT","https://github.com/sindresorhus/path-key"
"path-key","3.1.1","MIT","https://github.com/sindresorhus/path-key"
"path-parse","1.0.7","MIT","https://github.com/jbgutierrez/path-parse"
"path-root-regex","0.1.2","MIT","https://github.com/regexhq/path-root-regex"
"path-root","0.1.1","MIT","https://github.com/jonschlinkert/path-root"
"path-to-regexp","1.8.0","MIT","https://github.com/pillarjs/path-to-regexp"
"path-type","4.0.0","MIT","https://github.com/sindresorhus/path-type"
"picocolors","1.0.0","ISC","https://github.com/alexeyraspopov/picocolors"
"picomatch","2.3.1","MIT","https://github.com/micromatch/picomatch"
"pify","4.0.1","MIT","https://github.com/sindresorhus/pify"
"pirates","4.0.5","MIT","https://github.com/danez/pirates"
"pkg-dir","3.0.0","MIT","https://github.com/sindresorhus/pkg-dir"
"pkg-dir","4.2.0","MIT","https://github.com/sindresorhus/pkg-dir"
"plist","3.0.5","MIT","https://github.com/TooTallNate/node-plist"
"posix-character-classes","0.1.1","MIT","https://github.com/jonschlinkert/posix-character-classes"
"prelude-ls","1.1.2","MIT","https://github.com/gkz/prelude-ls"
"pretty-format","26.6.2","MIT","https://github.com/facebook/jest"
"process-nextick-args","2.0.1","MIT","https://github.com/calvinmetcalf/process-nextick-args"
"promise","7.3.1","MIT","https://github.com/then/promise"
"promise","8.3.0","MIT","https://github.com/then/promise"
"prompts","2.4.2","MIT","https://github.com/terkelg/prompts"
"prop-types","15.8.1","MIT","https://github.com/facebook/prop-types"
"proxy-agent","5.0.0","MIT","https://github.com/TooTallNate/node-proxy-agent"
"proxy-from-env","1.1.0","MIT","https://github.com/Rob--W/proxy-from-env"
"pump","3.0.0","MIT","https://github.com/mafintosh/pump"
"punycode","2.1.1","MIT","https://github.com/bestiejs/punycode.js"
"qs","6.10.3","BSD-3-Clause","https://github.com/ljharb/qs"
"query-string","6.14.1","MIT","https://github.com/sindresorhus/query-string"
"querystringify","2.2.0","MIT","https://github.com/unshiftio/querystringify"
"queue-microtask","1.2.3","MIT","https://github.com/feross/queue-microtask"
"randombytes","2.1.0","MIT","https://github.com/crypto-browserify/randombytes"
"range-parser","1.2.1","MIT","https://github.com/jshttp/range-parser"
"raw-body","2.5.1","MIT","https://github.com/stream-utils/raw-body"
"react-devtools-core","4.24.0","MIT","https://github.com/facebook/react"
"react-dom","18.2.0","MIT","https://github.com/facebook/react"
"react-is","16.13.1","MIT","https://github.com/facebook/react"
"react-is","17.0.2","MIT","https://github.com/facebook/react"
"react-lifecycles-compat","3.0.4","MIT","https://github.com/reactjs/react-lifecycles-compat"
"react-native-code-push","7.0.5","MIT","https://github.com/microsoft/react-native-code-push"
"react-native-codegen","0.70.6","MIT","https://github.com/facebook/react-native"
"react-native-device-info","8.0.1","MIT","https://github.com/react-native-device-info/react-native-device-info"
"react-native-fast-image","8.3.2","(MIT AND Apache-2.0)","https://github.com/DylanVann/react-native-fast-image"
"react-native-gesture-handler","1.10.3","MIT","https://github.com/software-mansion/react-native-gesture-handler"
"react-native-gradle-plugin","0.70.3","MIT","https://github.com/facebook/react-native"
"react-native-iphone-x-helper","1.3.1","MIT","https://github.com/ptelad/react-native-iphone-x-helper"
"react-native-localize","1.4.2","MIT","https://github.com/react-native-community/react-native-localize"
"react-native-material-menu","1.2.0","MIT","https://github.com/mxck/react-native-material-menu"
"react-native-reanimated","1.13.1","MIT","https://github.com/software-mansion/react-native-reanimated"
"react-native-safe-area-context","3.1.8","MIT","https://github.com/th3rdwave/react-native-safe-area-context"
"react-native-safe-area-view","0.14.9","MIT","https://github.com/react-community/react-native-safe-area-view"
"react-native-screens","2.11.0","MIT","https://github.com/kmagiera/react-native-screens"
"react-native-svg","12.1.0","MIT","https://github.com/react-native-community/react-native-svg"
"react-native-tab-view","2.16.0","MIT","https://github.com/satya164/react-native-tab-view"
"react-native-vector-icons","9.2.0","MIT","https://github.com/oblador/react-native-vector-icons"
"react-native","0.70.7","MIT","https://github.com/facebook/react-native"
"react-navigation-drawer","2.5.1","MIT","https://github.com/react-navigation/drawer"
"react-navigation-stack","2.7.0","MIT","https://github.com/react-navigation/react-navigation-stack"
"react-navigation-tabs","2.11.0","MIT","https://github.com/react-navigation/tabs"
